_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
4611,1980383,17008122,24,M,W,2017-01-19T17:30:00,"300 Block Station Square DR W Pittsburgh, PA 15219",5503 Disorderly Conduct. / 5505 Public Drunkenness,"300 Block Station Square DR Pittsburgh, PA 15219",South Shore,3,1921,2,5,-80.00625719,40.43444035
236,1975337,16162220,54,M,W,2016-08-29T03:25:00,"300 Block E North AV Pittsburgh, PA 15212",3213 Prohibited Acts. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"300 Block E North AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00964027,40.45494869
1305,1976094,16175851,33,F,W,2016-09-17T03:19:00,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",1375 Suspension of Registration of Uapproved Carriers. / 13(a)(32) Paraphernalia - Use or Possession,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629786,40.45739668
239,1975404,16164262,23,M,B,2016-08-31T20:52:00,"Guyman WY & Beltzhoover AV Pittsburgh, PA 15210",13(a)(31) Marijuana: Possession Small Amount,"Guyman WY & Beltzhoover AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99741294,40.422042
3384,1978885,16221039,27,M,B,2016-12-10T00:10:00,"900 Block 2nd AV Pittsburgh, PA 15219","3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","Crafton BL & Ridenour AV Pittsburgh, PA ",Westwood,6,2811,2,5,-80.05759587,40.43753332
5,1974596,16145962,25,M,B,2016-08-06T02:00:00,"900 Block Woodlow ST Pittsburgh, PA 15205",2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3925 Receiving Stolen Property. / 4304(a)(1) Endangering Welfare of Children.,"900 Block Woodlow ST Pittsburgh, PA 15205",Crafton Heights,5,2814,2,5,-80.05220414,40.44589982
1701,1976614,16188225,12,M,B,2016-10-12T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.97940289,40.40856969
4643,1980415,16226356,18,M,B,2016-12-04T02:46:00,"2200 Block Parklyn ST Pittsburgh, PA 15234",903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 3934 Theft from Vehicle,"300 Block Parklyn ST Pittsburgh, PA 15234",Overbrook,3,3207,4,4,-80.0012066,40.38334668
799,1975459,16164569,27,M,B,2016-09-01T08:00:00,"200 Block Whitridge ST Pittsburgh, PA 15213",3925 Receiving Stolen Property.,"200 Block Whitridge ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.96755446,40.44005836
3389,1978890,16191844,33,M,W,2016-12-10T12:48:00,"9100 Block Babcock BL Pittsburgh, PA 15237",9015 Failure To Appear/Arrest on Attachment Order,"Boyle ST & Mace WY Pittsburgh, PA 15212",Central North Side,1,2206,6,1,-80.00662124,40.45842096
3392,1978893,16224024,33,F,W,2016-11-30T12:59:00,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",13(a)(32) Paraphernalia - Use or Possession / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90186279,40.47129542
1710,1976623,16185911,23,M,B,2016-10-02T00:01:00,"Fontella ST & Page ST Pittsburgh, PA 15233",9501 Bench Warrant,"Fontella ST & Page ST Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.02198751,40.45194443
800,1974887,16154150,29,M,B,2016-08-17T18:20:00,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00169385,40.45331224
907,1975596,16166626,34,M,W,2016-09-20T10:25:00,"600 Block 1st AV Pittsburgh, PA 15219",4915 Failure to Comply with Megans Law,"500 Block Grant ST Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99589389,40.43964625
1307,1976096,16175206,35,M,B,2016-09-19T12:55:00,"3800 Block O Hara ST Pittsburgh, PA 15213",3502 Burglary. / 3503(a) Criminal Trespass / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1200 Block Montezuma ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90220506,40.46723392
1310,1976099,16175885,28,M,W,2016-09-17T04:00:00,"2nd AV & Greenfield AV Pittsburgh, PA 15207",3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"2nd AV & Greenfield AV Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.95294984,40.42487234
1734,1976666,16187647,35,M,B,2016-10-18T17:30:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault.,"Curtin AV & E Warrington AV Pittsburgh, PA 15210",Beltzhoover,3,1809,3,4,-79.99892137,40.42115421
1982,1976983,16197671,17,F,W,2016-10-19T16:35:00,"4900 Block Yew ST Pittsburgh, PA 15224",13(a)(32) Paraphernalia - Use or Possession,"4900 Block Yew ST Pittsburgh, PA 15224",Bloomfield,5,804,7,2,-79.94759002,40.4580502
1988,1976989,16163965,30,M,B,2016-10-25T18:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"5100 Block Penn AV Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.94273394,40.46477482
3566,1979104,16228158,32,F,B,2016-12-07T01:23:00,"N Aiken AV & Black ST Pittsburgh, PA 15206",1501 Drivers Required to be Licensed. / 3701 Unattended Motor Vehicle. / 3748 False Reports. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"N Aiken AV & Black ST Pittsburgh, PA 15206",Stanton Heights,5,1005,9,2,-79.93278716,40.47063676
958,1975659,16170543,51,M,B,2016-09-09T15:00:00,"1200 Block Western AV Pittsburgh, PA 15233",9501 Bench Warrant,"1200 Block Western AV Pittsburgh, PA 15233",Chateau,1,2108,6,1,-80.02196514,40.45120975
3567,1979105,16228175,27,M,B,2016-12-07T01:42:00,"Buente ST & Homer ST Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),"2100 Block Rhine ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99367687,40.46661676
3572,1979110,16228796,20,M,B,2016-12-08T00:57:00,"3300 Block Milwaukee ST Pittsburgh, PA 15219","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","3300 Block Milwaukee ST Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.96437628,40.45234222
24,1975398,16163197,22,M,W,2016-08-30T12:50:00,"2000 Block Wharton ST Pittsburgh, PA 15203","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","2000 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.97681333,40.43002082
287,1974461,16133727,45,M,B,2016-08-22T10:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3929 Retail Theft.,"200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95688887,40.44042041
3397,1978898,16225049,54,F,W,2016-12-02T00:05:00,"200 Block W Warrington AV Pittsburgh, PA 15226",3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment,"200 Block W Warrington AV Pittsburgh, PA 15226",Mount Washington,3,1915,3,4,-80.00470152,40.42074774
1735,1976675,16188256,32,F,B,2016-10-05T12:05:00,"900 Block 2nd AV Pittsburgh, PA 15219",4952 Intimidation of Witnesses or Victims,"900 Block 2nd AV Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.99307769,40.4350955
3196,1978606,16223359,13,F,B,2016-11-29T09:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5501 Riot. / 5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329
3998,1979649,16219592,13,M,B,2016-12-27T15:12:00,"600 Block 1ST AV PITTSBURGH, PA 15219",912 Possession of Weapon on School Property.,"2900 Block SHERADEN BL PITTSBURGH, PA 15204",Sheraden,6,2018,2,5,-80.05405784,40.4533676
4345,1980083,17001991,37,M,W,2017-01-04T09:00:00,"5500 Block Centre AV Pittsburgh, PA 15232","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5500 Block Centre AV Pittsburgh, PA 15232",Shadyside,4,709,7,2,-79.93643514,40.45663345
4487,1980238,17005815,50,M,W,2017-01-10T17:27:00,"100 Block Forbes AV Pittsburgh, PA 15222",5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"100 Block Forbes AV Pittsburgh, PA 15222",Central Business District,2,201,6,6,-80.00394607,40.44069712
3369,1978841,16220600,21,M,W,2016-11-24T02:07:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98330671,40.42868483
3404,1978905,16224641,12,M,B,2016-12-05T08:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3503(b)(1)(i) Actual Communication","1100 Block N MURTLAND ST PITTSBURGH, PA 15208",Homewood West,5,1207,9,2,-79.90014173,40.46041084
246,1975437,16120855,39,F,U,2016-07-11T15:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault.,"2600 Block Brownsville RD Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97880106,40.38544231
1316,1976105,16174877,18,M,U,2016-09-15T20:25:00,"100 Block Bausman ST Pittsburgh, PA 15210",2701 Simple Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"100 Block Bausman ST Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.98805131,40.41437893
2001,1977002,16193619,31,F,B,2016-10-13T14:25:00,"600 Block East Ohio ST Pittsburgh, PA 15212",9501 Bench Warrant,"600 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99897476,40.45396982
3696,1979267,16229184,36,M,W,2016-12-08T16:43:00,"500 Block Clemesha AV Pittsburgh, PA 15226",2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 4304(a)(1) Endangering Welfare of Children.,"500 Block Clemesha AV Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.02734606,40.39370216
4490,1980241,17009303,26,M,H,2017-01-16T00:20:00,"North Commons & Federal ST N Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"North Commons & Federal ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00614067,40.45394151
4493,1980244,17009311,25,F,W,2017-01-16T01:15:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5505 Public Drunkenness,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98330671,40.42868483
1754,1976694,16183739,32,F,W,2016-10-23T11:00:00,"500 Block Oliver DR White Oak, PA 15131",3922 Theft by Deception. / 4101 Forgery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"6600 Block Frankstown AV Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91088157,40.45922043
2320,1977428,16185941,28,M,B,2016-11-08T11:20:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"1000 Block FT DUQUESNE BL Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.99524489,40.44551089
2687,1977960,16210066,60,F,W,2016-11-12T08:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"Saw Mill Run BL & Whited ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.99823116,40.39628635
3965,1979616,16239702,24,M,B,2016-12-26T18:01:00,"Madison AV & Suismon ST Pittsburgh, PA 15212",3701 Robbery.,"Madison AV & Suismon ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9973514,40.4557589
1165,1975938,16170277,19,M,B,2016-09-09T13:30:00,"10 Block Amanda AV Pittsburgh, PA 15210",13(a)(32) Paraphernalia - Use or Possession,"10 Block Amanda AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9882824,40.4179746
3298,1978740,16219690,54,M,B,2016-11-22T17:43:00,"Middle ST & Foreland ST Pittsburgh, PA 15212",902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99938941,40.45456873
3154,1978564,16220628,24,M,W,2016-11-29T11:00:00,"600 Block First AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"30 Block Stewart AV Pittsburgh, PA 15227",Carrick,3,2904,4,4,-79.97816972,40.38282914
2691,1977964,16210107,40,F,B,2016-11-07T13:42:00,"Liverpool ST & Manhattan ST Pittsburgh, PA 15233",13(a)(32) Paraphernalia - Use or Possession,"Liverpool ST & Manhattan ST Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.02663764,40.45497226
33,1974758,16151002,45,M,B,2016-08-22T10:15:00,"900 Block Second AV Pittsburgh, PA 15219",3929 Retail Theft.,"200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95688887,40.44042041
3859,1979473,16237223,24,M,B,2016-12-24T09:50:00,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",908 Prohibited Offensive Weapons. / 3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88837848,40.45461029
4495,1980246,17009325,32,M,B,2017-01-16T01:45:00,"W Carson ST & Glen Mawr ST Pittsburgh, PA 15204",3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"W Carson ST & Glen Mawr ST Pittsburgh, PA 15204",Esplen,6,2017,2,5,-80.04110721,40.45468635
4496,1980247,17006579,25,F,W,2017-01-11T19:35:00,"E North AV & Howard ST Pittsburgh, PA 15212",5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of,"E North AV & Howard ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99923238,40.4568392
1321,1976110,16175369,21,M,B,2016-09-16T14:07:00,"2800 Block Banksville RD Pittsburgh, PA 15216",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"2800 Block Banksville RD Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.04014547,40.40491494
249,1974756,16150983,33,M,W,2016-08-13T03:00:00,"Saw Mill Run BL & Wabash ST Pittsburgh, PA 15220",3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Saw Mill Run BL & Wabash ST Pittsburgh, PA 15220",West End,3,2019,,,0,0
2033,1977041,16012907,27,M,B,2016-10-27T00:10:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"Zang WY & Rhine ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99104374,40.46276596
3199,1978609,16223464,16,F,U,2016-11-29T13:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",Homewood North,5,1302,9,2,-79.88801848,40.45552397
3412,1978917,16225321,25,M,B,2016-12-02T12:22:00,"2000 Block Dellrose ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"2000 Block Dellrose ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.98730283,40.39464058
1323,1976112,16175434,28,M,W,2016-09-16T16:47:00,"300 Block Arabella ST Pittsburgh, PA 15210",2701 Simple Assault.,"300 Block Arabella ST Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.99306681,40.4121654
1325,1976116,16172739,37,M,W,2016-09-12T18:45:00,"5th AV & Pride ST Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession,"5th AV & Pride ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.98505685,40.43854178
3429,1978934,16201532,43,M,B,2016-12-13T11:30:00,"2000 Block Centre AV Pittsburgh, PA 15219",3929 Retail Theft. / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises / 3503(b)(1)(i) Actual Communication,"200 Block Fifth AV Pittsburgh, PA 15219",Central Business District,2,201,6,6,-80.00207379,40.44122843
3430,1978935,16179695,27,F,B,2016-12-12T10:20:00,"600 Block 1ST AV Pittsburgh, PA 15219",907 Possessing Instruments of Crime. / 2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,"1700 Block Belleau DR Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00698007,40.46030258
1334,1976125,16176444,22,M,W,2016-09-18T00:23:00,"1600 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance,"1600 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.98264653,40.42874675
1335,1976126,16176532,20,M,W,2016-10-01T20:35:00,"600 Block 1st AV Pittsburgh, PA 15219","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 493(1) Furnishing Liquor/Malt to Intox.Persons/Minors.Etc. / 6310.1 Selling Liquor to Minors / 601.19 Social Host and Underage Drinking","300 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95594514,40.43951759
1775,1976715,16186910,21,M,B,2016-10-03T14:05:00,"Sterrett ST & Hermitage ST Pittsburgh, PA 15208",9501 Bench Warrant,"Sterrett ST & Hermitage ST Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.8930489,40.45970646
267,1975348,16163459,23,F,W,2016-08-30T18:45:00,"700 Block Chartiers AV Pittsburgh, PA 15220",13(a)(16) Possession of Controlled Substance,"Marlow ST & Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03972347,40.44312464
1989,1976990,16170832,56,F,W,2016-10-24T11:30:00,"600 Block 1ST AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 601.12 Interference with Official Duties / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury,"Carrington ST & Saturn WY Pittsburgh, PA 15212",Central North Side,1,2503,6,1,-80.01180254,40.45842885
3200,1978610,16223905,16,F,B,2016-12-01T09:52:00,Zone 2,2701 Simple Assault. / 5503 Disorderly Conduct.,Zone 6,,6,,,,,
934,1975635,16165525,30,M,W,2016-09-02T16:53:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00544754,40.45893258
3575,1979113,16228835,26,F,B,2016-12-08T02:22:00,"Grandview AV & Sweetbriar ST Pittsburgh, PA 15211",2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 3736 Reckless Driving / 2703.1 Aggravated Harassment by Prisoner / 3802(a)(1) DUI - General Impairment / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"Grandview AV & Sweetbriar ST Pittsburgh, PA 15211",Duquesne Heights,3,1911,2,5,-80.02144394,40.43929925
1990,1976991,16173419,18,M,O,2016-10-24T00:15:00,"900 Block 2nd AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"3100 Block Frederick ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.03077936,40.47338548
1345,1976136,16133587,53,M,W,2016-07-18T20:30:00,"600 Block 1st AV Pittsburgh, PA 15219",3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"E Carson ST & S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9853271,40.42877496
4616,1980388,17008194,39,M,B,2017-01-14T06:54:00,"Penn AV & 5th AV Pittsburgh, PA 15206",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Penn AV & 5th AV Pittsburgh, PA 15206",Shadyside,4,708,9,3,-79.91242362,40.45403729
801,1975026,16155703,23,M,B,2016-08-24T16:10:00,"1500 Block Brighton RD Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3742 Accidents Involving Death or Personal Injury / 3742.1 Accident Involv. Death/Inj. While not Licensed,"200 Block Kennedy AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01053271,40.47425994
3206,1978616,16221333,25,M,W,2016-11-25T19:05:00,"200 Block Vineland ST Pittsburgh, PA 15234","5126 Flight to Avoid Apprehension, Trial or Punishment.","200 Block Vineland ST Pittsburgh, PA 15234",Overbrook,3,3207,4,4,-79.99807691,40.38660951
3433,1978938,16205585,35,M,W,2016-12-15T23:30:00,"900 Block 2nd AV Pittsburgh, PA 15219",4304(a)(1) Endangering Welfare of Children. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,"7300 Block Butler ST Pittsburgh, PA 15201",Morningside,5,1014,7,2,-79.92134431,40.48793171
1347,1976138,16140250,41,M,W,2016-10-04T16:30:00,"800 Block E Warrington AV Pittsburgh, PA 15210","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","1300 Block Woodbourne AV Pittsburgh, PA 15226",Brookline,6,1918,4,4,-80.01484123,40.38745176
1355,1976146,16158803,22,M,W,2016-10-04T09:30:00,"600 Block 1st AV Pittsburgh, PA 15219","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","2600 Block Murray AV Pittsburgh, PA 15217",Squirrel Hill South,4,1414,5,3,-79.92357377,40.4296766
1260,1976044,16131852,32,M,B,2016-08-03T02:30:00,Frankstown RD,2701 Simple Assault.,"Tony Dorsett DR & North Shore DR Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.00988899,40.44616606
3207,1978617,16219729,57,F,W,2016-11-22T18:59:00,"Middle ST & Suismon ST Pittsburgh, PA 15212",5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of,"Middle ST & Suismon ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.999646,40.45536416
4164,1979862,16213095,23,F,B,2017-01-11T02:33:00,Zone 2,3304 Criminal Mischief. / 3928 Unauthorized Use of Automobile and Other Vehicles.,Zone 5,,5,,,,,
802,1975095,16109024,31,F,W,2016-09-01T16:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"600 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.99720377,40.42155201
2327,1977435,16198315,57,M,W,2016-11-05T20:06:00,"200 Block Station Square DR W Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Cherry WY & Fort Pitt BL Pittsburgh, PA 15219",Central Business District,2,201,6,6,-79.99999509,40.43638536
805,1975271,16161600,25,M,B,2016-09-08T18:00:00,"1100 Block Montezuma ST Pittsburgh, PA 15206",2701 Simple Assault.,"1100 Block Montezuma ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90314735,40.46660636
3211,1978621,16219747,24,F,W,2016-11-22T19:28:00,"2000 Block Brownsville RD Pittsburgh, PA 15210",9501 Bench Warrant,"2000 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.98686442,40.39495799
4619,1980391,14227728,27,F,B,2014-11-16T03:42:00,"3200 Block Middletown RD Pittsburgh, PA 15204",903 Criminal Conspiracy. / 2702 Aggravated Assault.,"3200 Block Middletown RD Pittsburgh, PA 15204",Windgap,6,2807,2,5,-80.06674078,40.45095029
582,1974996,16136843,62,M,W,2016-09-07T04:00:00,Zone 2,3125(a)(1) Agg. indecent assault w/o consent / 3126(a)(1) Indecent assault without consent,Zone 2,,2,,,,,
807,1975315,16163318,27,M,W,2016-08-30T16:50:00,"6200 Block Penn AV Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
656,1974486,16144239,36,M,W,2016-08-03T17:51:00,"S 27th ST & Edwards WY Pittsburgh, PA 15203",5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant,"S 27th ST & Edwards WY Pittsburgh, PA 15203",South Side Slopes,3,1608,3,4,-79.9684558,40.42412118
2766,1978045,16182024,23,M,B,2016-11-27T17:30:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"2700 Block Leland ST Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01262097,40.47259602
3219,1978640,16218231,37,M,B,2016-11-20T01:58:00,"Bennett ST & N Dallas AV Pittsburgh, PA 15208",3112 Traffic-Control Signals. / 3334 Turning Movements and Required Signals. / 3361  Driving Vehicle at Safe Speed. / 4302 Periods for Requiring Lighted Lamps. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629786,40.45739668
